Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
25-34 years old,Man,Straight / Heterosexual,White;European;Hispanic or Latino/a,Some college/university study without earning a degree,500 to 999 employees,USA,"Employed, full-time","Developer, front-end;Developer, back-end;Developer, QA or test;Database administrator;Data or business analyst",United States dollar,USD,45000.0,Yearly,45000.0,7,6,Windows,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,Microsoft SQL Server;MySQL,Angular.js;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Ruby on Rails;Vue.js,jQuery;Node.js,C;C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;R;Ruby;SQL;TypeScript;VBA,C#;HTML/CSS;JavaScript;PHP;Python;SQL;VBA,AWS;Google Cloud;Microsoft Azure;OpenStack;VMware,Managed Hosting;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,10 to 19 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Cloud infrastructure engineer;Data or business analyst;Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,350000.0,Yearly,350000.0,33,24,Windows,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;SQLite,ASP.NET;ASP.NET Core ;jQuery,ASP.NET;ASP.NET Core ;Drupal;jQuery,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,DigitalOcean;Managed Hosting;Microsoft Azure,DigitalOcean;Managed Hosting;Microsoft Azure,2022
25-34 years old,Man,Bisexual,White,"Associate degree (A.A., A.S., etc.)",20 to 99 employees,USA,"Employed, full-time",Other (please specify):,United States dollar,USD,75000.0,Yearly,75000.0,15,3,Linux-based;Windows;Windows Subsystem for Linux (WSL),,MySQL;SQLite,FastAPI;Flask,FastAPI;Flask;jQuery;Vue.js,Python;Rust,Bash/Shell;C;HTML/CSS;Julia;PowerShell;Python;Rust,Linode,AWS;Google Cloud;Linode,2022
18-24 years old,Woman,Straight / Heterosexual,Biracial,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, full-stack;Developer, back-end",Pound sterling,GBP,,,,5,1,Linux-based;Windows,,IBM DB2,,React.js,C;C++;Go;Java;Python;Scala,Assembly;C#;HTML/CSS;Java;Python;Scala,,,2022
Under 18 years old,Man,Straight / Heterosexual,Multiracial;Biracial,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,USA,I prefer not to say,,,,,,,8,,,PostgreSQL;Redis;SQLite,MongoDB;MySQL;PostgreSQL;Redis;SQLite,ASP.NET Core ,ASP.NET Core ;Deno;Django;Express;Node.js,Bash/Shell;C#;Elixir;F#;Rust,C#;JavaScript;Python;Rust;SQL;TypeScript,AWS;Linode,AWS;Heroku,2022
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, full-stack;Developer, QA or test;Developer, embedded applications or devices",Indian rupee,INR,850000.0,Yearly,10963.0,4,2,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),IBM DB2;Oracle,IBM DB2;Oracle;PostgreSQL,Django;Flask,Flask,Java;JavaScript;PowerShell;Python;SQL,HTML/CSS;Java;JavaScript;PowerShell;Python;Scala;SQL,AWS;Microsoft Azure,AWS;Heroku;Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Canada,"Student, full-time",,,,,,,3,,,PostgreSQL;SQLite,MariaDB;MySQL,jQuery;Svelte,Django;Node.js,Bash/Shell;C;C++;Go;HTML/CSS;Python;Rust;SQL;TypeScript,Bash/Shell;C;C++;HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",United States dollar,USD,80000.0,Yearly,80000.0,13,4,Linux-based;Windows,PostgreSQL,PostgreSQL,,,Bash/Shell;C;C#;C++;COBOL;PHP;Python,Bash/Shell;C;C#;C++;COBOL;PHP;Python,,,2022
Under 18 years old,Man,Straight / Heterosexual,White,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,UK,"Student, full-time",,,,,,,3,,,MongoDB;Redis,Redis,Next.js;React.js,Django;FastAPI,HTML/CSS;JavaScript;Python;Rust,Python,OVH,AWS;OVH,2022
25-34 years old,Man,Straight / Heterosexual,White;European,Some college/university study without earning a degree,,UK,"Student, full-time;Not employed, but looking for work","Developer, front-end",,,,,,2,,Linux-based,,MongoDB;MySQL;Firebase Realtime Database,Next.js;Node.js;React.js;Svelte,Express;Next.js;Node.js;React.js,HTML/CSS;JavaScript;TypeScript,Bash/Shell;C;HTML/CSS;JavaScript;TypeScript,,,2022
25-34 years old,Woman,Bisexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack",United States dollar,USD,193000.0,Yearly,193000.0,9,7,macOS,MongoDB;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL,Node.js;React.js;Ruby on Rails,ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Ruby on Rails,Clojure;HTML/CSS;JavaScript;TypeScript,C#;Clojure;HTML/CSS;JavaScript;SQL;TypeScript;VBA,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, full-time",Other (please specify):,United States dollar,USD,600000.0,Yearly,600000.0,9,9,Windows,,,,,Julia,Haskell;Julia;MATLAB;Python;R;Rust;SQL;VBA,,AWS,2022
45-54 years old,Man,Straight / Heterosexual,White,"Other doctoral degree (Ph.D., Ed.D., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time",Other (please specify):,United States dollar,USD,170000.0,Yearly,170000.0,29,19,Windows,Oracle;PostgreSQL;SQLite,Oracle;PostgreSQL,,,R,R;SQL,,,2022
,,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, game or graphics",European Euro,EUR,,,,8,1,Linux-based,,,,,C#;C++,Bash/Shell;C#;C++,,,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, front-end",United States dollar,USD,60000.0,Yearly,60000.0,1,Less than 1 year,Linux-based,,,Next.js;React.js,Laravel;Next.js;React.js,Assembly;Bash/Shell;C;JavaScript;Rust;TypeScript,JavaScript;PHP;Rust;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",Colombia,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, back-end;Developer, mobile;Other (please specify):",Colombian peso,COP,7749000.0,Monthly,23400.0,7,4,macOS,,Firebase Realtime Database,,Angular.js;Node.js,Dart,Dart;JavaScript;Objective-C;Python;Swift;TypeScript,,Firebase,2022
25-34 years old,Man,Straight / Heterosexual,Middle Eastern,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Canada,"Employed, full-time","Developer, back-end",Canadian dollar,CAD,,Yearly,,12,5,Linux-based;macOS;Windows,CouchDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,ASP.NET;ASP.NET Core ;Django;React.js,Django;jQuery,Bash/Shell;C#;JavaScript;Python,Bash/Shell;C;C++;Dart;Java;JavaScript;MATLAB;PHP;Python;SQL,AWS;DigitalOcean;Microsoft Azure,AWS;DigitalOcean,2022
25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Blockchain",United States dollar,USD,230000.0,Yearly,230000.0,15,10,macOS,PostgreSQL;SQLite,DynamoDB;PostgreSQL;SQLite,Flask;React.js,Laravel;React.js,Assembly;Haskell;HTML/CSS;JavaScript;Kotlin;OCaml;Python;Rust;SQL;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;SQL,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Cloud infrastructure engineer;System administrator;Security professional",United States dollar,USD,142500.0,Yearly,142500.0,10,8,Windows,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,ASP.NET Core ;Blazor;React.js,ASP.NET;ASP.NET Core ;Blazor;React.js,C#;F#;PowerShell;TypeScript,C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;VBA,Colocation;DigitalOcean;Microsoft Azure,Colocation;DigitalOcean;Microsoft Azure,2022
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",USA,"Independent contractor, freelancer, or self-employed;Employed, part-time","Developer, full-stack;Developer, game or graphics;Product manager;Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,,,,38,32,Linux-based;macOS;Windows,PostgreSQL;SQLite,PostgreSQL;SQLite,Svelte,Svelte,HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I don’t know,USA,"Employed, full-time","Developer, full-stack;Academic researcher;Developer, game or graphics;Security professional",United States dollar,USD,107000.0,Yearly,107000.0,19,12,Linux-based;Windows,MySQL,MySQL,Angular.js;Node.js,Angular.js;jQuery;Node.js;React.js,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Python,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Python,AWS,AWS,2022
45-54 years old,Man,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;Product manager;Security professional",Pound sterling,GBP,60000.0,Yearly,75384.0,35,25,Linux-based;Windows,Microsoft SQL Server;Redis;SQLite,Microsoft SQL Server;MySQL;Redis;SQLite,ASP.NET Core ;Blazor;Vue.js,ASP.NET;ASP.NET Core ,Bash/Shell;C#;HTML/CSS;PowerShell;SQL,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Microsoft Azure,Firebase;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","5,000 to 9,999 employees",UK,"Employed, full-time",Other (please specify):,Pound sterling,GBP,68000.0,Yearly,85435.0,12,6,Linux-based;macOS,,,,,Assembly;C;Python;Rust;Swift,Assembly;Bash/Shell;C;C++;Groovy;PowerShell;Python;Rust;Swift,,AWS;Managed Hosting,2022
35-44 years old,Man,Straight / Heterosexual,Asian,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,Germany,"Employed, full-time","Data scientist or machine learning specialist;Developer, back-end",European Euro,EUR,72000.0,Yearly,76783.0,8,5,Linux-based,Neo4j;PostgreSQL;Redis,MySQL;Oracle;PostgreSQL;Redis;SQLite,FastAPI;Flask,Django;FastAPI;Flask,Python;R,Perl;Python;R;Scala,AWS,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, back-end;Developer, desktop or enterprise applications;Scientist",Pound sterling,GBP,150000.0,Yearly,188459.0,12,4,Linux-based;Windows;Windows Subsystem for Linux (WSL),PostgreSQL;Redis;SQLite,Microsoft SQL Server;PostgreSQL,,,C;C++;Ruby;Scala,C;C++;Java;Python;Scala,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",European Euro,EUR,90000.0,Yearly,95979.0,16,14,Linux-based,Oracle;Redis;SQLite,Oracle;Redis;SQLite,React.js,Angular;React.js;Ruby on Rails;Vue.js,Rust,Ruby;Rust;TypeScript,DigitalOcean,AWS;DigitalOcean,2022
45-54 years old,Man,Straight / Heterosexual,European,"Professional degree (JD, MD, etc.)","1,000 to 4,999 employees",Germany,"Employed, full-time","Engineer, data;Developer, full-stack;Project manager;Data or business analyst;System administrator",European Euro,EUR,72000.0,Yearly,76783.0,31,17,Linux-based;macOS,Elasticsearch;PostgreSQL,PostgreSQL,Django;jQuery,Django;Flask;jQuery,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,Bash/Shell;HTML/CSS;JavaScript;Perl;Python;SQL,VMware,VMware,2022
25-34 years old,Man,Prefer not to say,Hispanic or Latino/a,Some college/university study without earning a degree,,USA,"Employed, full-time;Student, part-time",Other (please specify):,,,,,,3,,macOS;Windows,,,,,Bash/Shell;C++;Python;R;SQL,Python,AWS,AWS;Google Cloud;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, full-stack",Pound sterling,GBP,65000.0,Monthly,979992.0,10,5,,,DynamoDB;PostgreSQL,,Django;React.js,,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,USA,"Student, full-time;Employed, part-time",Data scientist or machine learning specialist;Student;Academic researcher;Scientist,,,,,,5,,Linux-based,,,,,C++;Julia;Python;Rust,Bash/Shell;C;C++;MATLAB;Python;R,,AWS,2022
18-24 years old,Woman,Bisexual,White;European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,UK,"Student, full-time;Not employed, but looking for work","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student;Developer, game or graphics;System administrator",,,,,,4,,Windows,MariaDB;MySQL;SQLite,MariaDB;MySQL;Redis;SQLite,jQuery;Laravel;Vue.js,jQuery;Laravel;Node.js;Vue.js,C#;HTML/CSS;Lua;PHP;Python;Rust;SQL,C#;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript,,,2022
18-24 years old,Man,Straight / Heterosexual,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time;Not employed, but looking for work","Developer, front-end;Developer, back-end;Student;Developer, game or graphics;Designer",,,,,,4,,macOS;Windows Subsystem for Linux (WSL),MongoDB;MySQL;Firebase Realtime Database,MongoDB,Blazor;Node.js;React.js;Svelte;Vue.js,Express;Node.js;React.js;Vue.js,C#;Haskell;HTML/CSS;JavaScript;Python;Swift,C#;HTML/CSS;Java;JavaScript;Swift,,,2022
25-34 years old,Man,Straight / Heterosexual,I don't know,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Developer, back-end;Developer, QA or test;Academic researcher;Cloud infrastructure engineer;System administrator",United States dollar,USD,,,,20,13,Linux-based,MariaDB;PostgreSQL;SQLite,MariaDB;PostgreSQL;SQLite,Flask,Flask,Bash/Shell;Python;Rust,Bash/Shell;C;C++;Fortran;JavaScript;Julia;PowerShell;Python;Rust;SQL,OpenStack,IBM Cloud or Watson;Microsoft Azure;OpenStack,2022
25-34 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,120000.0,Yearly,120000.0,2,2,Linux-based,Firebase Realtime Database,PostgreSQL;Firebase Realtime Database,Phoenix;Svelte,Angular;Express;Flask;Next.js;Node.js;React.js,Elixir;Go;HTML/CSS;Rust;SQL;TypeScript,Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;TypeScript,DigitalOcean;Firebase,AWS;DigitalOcean;Firebase,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,61000.0,Weekly,3050000.0,7,5,Windows,Microsoft SQL Server;MySQL,Microsoft SQL Server,Express;Node.js;Nuxt.js;Vue.js,ASP.NET;ASP.NET Core ,JavaScript;SQL;TypeScript,C#;Python;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Engineer, data;Developer, back-end;Cloud infrastructure engineer;Data or business analyst",United States dollar,USD,,Yearly,,11,5,Windows;Windows Subsystem for Linux (WSL),,Cloud Firestore;Microsoft SQL Server;Firebase Realtime Database,,ASP.NET Core ;React.js,,C#;Python;Rust,,AWS;Firebase;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,North American,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Canada,"Student, full-time",,,,,,,1,,Linux-based,,,,jQuery;Node.js,C;C++;Rust,C;C++;Rust,,,2022
25-34 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,20 to 99 employees,USA,"Employed, full-time","Developer, full-stack;Project manager;System administrator",United States dollar,USD,60000.0,Yearly,60000.0,3,2,Linux-based;Windows;Windows Subsystem for Linux (WSL),Elasticsearch,MySQL,Laravel;Next.js;React.js,Laravel;Next.js;React.js,Go;JavaScript;PHP;Python,JavaScript;PHP;TypeScript,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, full-stack;Database administrator;DevOps specialist;Project manager;Data or business analyst;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator",United States dollar,USD,95000.0,Yearly,95000.0,19,14,Windows;Windows Subsystem for Linux (WSL),Elasticsearch;Microsoft SQL Server;Firebase Realtime Database;Redis,Microsoft SQL Server,ASP.NET Core ;Blazor;Vue.js,ASP.NET;ASP.NET Core ;jQuery;Vue.js,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA,Microsoft Azure,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,South American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Chile,"Employed, full-time","Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;DevOps specialist;Developer, embedded applications or devices;System administrator",Chilean peso,CLP,,Yearly,,14,10,Linux-based;macOS;Windows,MongoDB,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Ruby on Rails;Vue.js,Django;Node.js;React.js,TypeScript,HTML/CSS;JavaScript;PowerShell;Python;SQL,AWS;DigitalOcean,AWS;DigitalOcean;Linode;VMware,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack",United States dollar,USD,245000.0,Yearly,245000.0,8,8,macOS,,,,React.js,Clojure,HTML/CSS;JavaScript;Ruby,,,2022
55-64 years old,Man,Straight / Heterosexual,White,"Associate degree (A.A., A.S., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, game or graphics",United States dollar,USD,94.0,Yearly,94.0,24,21,Windows,,,,,Ruby,Assembly;C;C++;Python,,,2022
Under 18 years old,Prefer not to say,Gay or Lesbian,European;East Asian,"Professional degree (JD, MD, etc.)",10 to 19 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,,Monthly,,6,Less than 1 year,Linux-based;Windows,MongoDB;PostgreSQL;Redis,MongoDB;MySQL,Next.js;Node.js;Nuxt.js;Svelte;Symfony;Vue.js,Express;jQuery;Next.js;Node.js;Nuxt.js;Svelte;Symfony;Vue.js,Bash/Shell;Elixir;Go;Haskell;HTML/CSS;JavaScript;Python;Rust;TypeScript,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust,,,2022
25-34 years old,Man,Straight / Heterosexual,White;North American,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,USA,"Employed, full-time;Student, full-time","Developer, full-stack;Student",,,,,,4,,macOS,MongoDB,Microsoft SQL Server;MongoDB;MySQL,Deno;Fastify;React.js;Svelte,Angular;Angular.js;Deno;Express;Fastify;jQuery;Next.js;Node.js;React.js;Vue.js,Go;Rust;TypeScript,Assembly;Bash/Shell;C;Java;JavaScript;Rust;SQL;TypeScript,Microsoft Azure,AWS;Microsoft Azure,2022
